code,MAE_LSTM,RMSE_LSTM,MAE_GARCH,RMSE_GARCH
1216,0.5382474064826965,0.668643057346344,0.5485085844993591,0.6820738315582275
1301,0.8524627685546875,1.0424754619598389,0.8762712478637695,1.078546166419983
1303,0.9361101984977722,1.1227364540100098,0.9601454138755798,1.1501030921936035
2002,0.6795597672462463,0.8512820601463318,0.6866925358772278,0.863982617855072
2059,1.1451467275619507,1.3701108694076538,1.1810015439987183,1.4170018434524536
2207,0.7098739147186279,0.8656893372535706,0.7231748700141907,0.8825575709342957
2301,1.0263500213623047,1.2218527793884277,1.0498870611190796,1.2475385665893555
2303,0.7894655466079712,0.9382660984992981,0.8170953989028931,0.9747176766395569
2308,1.040274977684021,1.2135918140411377,1.067347526550293,1.2464393377304077
2317,0.9622097015380859,1.1764148473739624,0.9850314259529114,1.2150934934616089
2327,0.9486544728279114,1.126136064529419,0.9699369072914124,1.1520271301269531
2330,0.8991380929946899,1.0818442106246948,0.9088300466537476,1.089837670326233
2345,1.0962278842926025,1.297508716583252,1.1196588277816772,1.3297722339630127
2357,1.026008129119873,1.2008411884307861,1.0453815460205078,1.2181895971298218
2379,0.9063014984130859,1.0679833889007568,0.9120796322822571,1.0735936164855957
2382,1.0504578351974487,1.2396366596221924,1.068758249282837,1.2685129642486572
2383,1.162645936012268,1.38041353225708,1.1919015645980835,1.413443684577942
2395,0.86595618724823,1.0312532186508179,0.8813121318817139,1.0426667928695679
2412,0.2501811385154724,0.347443163394928,0.2615495026111603,0.36577698588371277
2454,1.015852928161621,1.1772348880767822,1.0340521335601807,1.1993886232376099
2603,1.0121885538101196,1.2089835405349731,1.0446815490722656,1.2535173892974854
2609,1.0674512386322021,1.2766656875610352,1.093719482421875,1.3239362239837646
2615,1.0890706777572632,1.3072589635849,1.118981122970581,1.348950743675232
2880,0.540490984916687,0.6947291493415833,0.5522464513778687,0.7114881277084351
2881,0.6414614319801331,0.8057419061660767,0.6598080396652222,0.8351045846939087
2882,0.6916114687919617,0.8898628950119019,0.7090858817100525,0.9102783799171448
2883,0.7037363052368164,0.8736978769302368,0.7154985666275024,0.8890195488929749
2884,0.5381267070770264,0.688987672328949,0.5538680553436279,0.7100064158439636
2885,0.6394595503807068,0.7893461585044861,0.6572471261024475,0.8183317184448242
2886,0.4805339574813843,0.6296094655990601,0.49081364274024963,0.6415642499923706
2887,0.6048268675804138,0.8086389899253845,0.6303420662879944,0.8327836990356445
2890,0.6111271381378174,0.7492818832397461,0.6439223289489746,0.7863202691078186
2891,0.6536403894424438,0.8263477683067322,0.6665655374526978,0.8478395938873291
2892,0.43258851766586304,0.5778228044509888,0.44627946615219116,0.6071978807449341
2912,0.39664459228515625,0.5237901210784912,0.4058469235897064,0.5384788513183594
3008,0.9269477128982544,1.1189366579055786,0.9360012412071228,1.1315535306930542
3017,1.2193255424499512,1.4251347780227661,1.247363805770874,1.4627763032913208
3034,0.7747901082038879,0.9451552033424377,0.7908655405044556,0.9714937210083008
3045,0.4338423013687134,0.5985954999923706,0.4333238899707794,0.5734009146690369
3231,1.028887391090393,1.218445897102356,1.0562843084335327,1.2525043487548828
3661,1.2239067554473877,1.4759976863861084,1.2509186267852783,1.5094571113586426
4904,0.5672033429145813,0.7087311148643494,0.568813681602478,0.7142841815948486
4938,0.8386874794960022,1.0207445621490479,0.8542227149009705,1.0418936014175415
5871,0.8347494602203369,1.0046896934509277,0.86637943983078,1.0530959367752075
5880,0.42242079973220825,0.5935208201408386,0.43673190474510193,0.6058028936386108
6505,0.916730523109436,1.1015809774398804,0.946674108505249,1.1313748359680176
